X00,X01,X02,X03,X04,X05,X06,X07,X08,X09,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,time,day
20.1,989.1,1.0,1.0,0.0,1008.3,989.7,24.3,1009.3,1009.2,0.0,29.54,63.5,0.0,0.0,137.6,0.0,310.6,0.0,0.0,53.0,0.0,1001.8,1008.9,0.0,0.0,0.4,1007.8,25.3,1001.1,51.0,19.0,19.9,1009.2,31.08,229.7,0.0,47.5,39.1,0.0,123,2
20.1,989.2,1.1,0.2,0.0,1008.5,989.8,24.1,1009.3,1009.4,0.0,29.54,61.8,234.3,0.0,146.8,0.0,0.0,0.6,0.0,53.4,0.0,1002.0,1009.0,0.0,0.0,0.0,1007.8,25.0,1001.2,53.6,18.2,19.5,1009.2,31.08,254.8,0.0,46.7,40.6,0.0,124,2
19.9,989.3,1.1,1.1,0.0,1008.6,989.8,23.9,1009.3,1009.5,0.0,29.54,66.9,242.8,0.0,171.5,0.0,24.4,0.3,0.0,51.2,0.0,1002.1,1009.1,0.0,0.0,0.2,1007.9,24.9,1001.3,54.8,18.2,19.2,1009.3,31.08,241.4,0.0,46.7,41.6,0.0,125,2
19.6,989.4,1.5,0.6,0.0,1008.7,990.0,23.7,1009.6,1009.6,0.0,29.54,68.2,262.1,0.0,135.2,0.0,248.4,0.2,0.0,54.5,0.0,1002.2,1009.2,0.0,0.0,0.3,1008.1,24.9,1001.4,56.1,17.7,19.0,1009.5,31.08,230.4,0.0,46.8,42.5,0.0,126,2
19.2,989.6,1.5,0.7,0.0,1008.9,990.1,23.5,1009.7,1009.8,0.0,29.54,65.0,240.0,0.0,143.9,0.0,0.0,0.1,0.0,61.0,0.0,1002.4,1009.3,0.4,260.0,0.1,1008.4,24.7,1001.5,57.4,17.7,18.4,1009.8,31.08,225.6,0.0,46.9,43.4,0.0,127,2
20.0,989.7,1.7,1.1,0.0,1008.9,990.2,23.2,1009.9,1010.0,0.0,29.54,69.8,224.0,0.0,147.4,0.0,297.0,0.5,0.0,55.3,0.0,1002.4,1009.5,0.5,248.9,1.2,1008.6,24.7,1001.6,60.2,17.5,17.8,1010.0,31.08,173.8,0.0,47.8,44.2,0.0,128,2
20.1,989.8,1.4,1.6,0.0,1008.9,990.4,22.8,1010.2,1010.1,0.0,29.54,71.5,212.2,0.0,140.0,0.0,269.2,0.9,0.0,57.4,0.0,1002.4,1009.6,0.0,0.0,0.5,1008.7,24.7,1001.7,61.6,17.2,17.3,1010.1,31.08,175.8,0.0,49.3,44.1,0.0,129,2
19.6,989.8,1.3,1.0,0.0,1009.0,990.4,22.5,1010.2,1010.2,0.0,29.54,72.9,182.0,0.0,138.7,0.0,307.8,0.3,0.0,61.7,0.0,1002.5,1009.6,0.0,0.0,1.4,1008.9,24.4,1001.7,63.4,16.7,16.8,1010.3,31.08,158.2,0.0,49.8,43.5,0.0,130,2
19.4,989.9,0.8,1.5,0.0,1009.2,990.4,22.2,1010.2,1010.3,0.0,29.54,75.4,0.0,0.0,127.6,0.0,46.7,0.1,0.0,59.9,0.0,1002.7,1009.7,0.0,0.0,1.0,1008.9,23.9,1001.8,61.9,16.5,16.9,1010.3,31.08,143.7,0.0,52.6,43.1,0.0,131,2
18.9,989.9,0.5,0.3,0.0,1009.2,990.6,21.9,1010.5,1010.3,0.0,29.54,73.5,204.0,0.0,125.0,0.0,334.2,0.5,0.0,61.4,0.0,1002.7,1009.8,0.0,0.0,0.7,1009.0,23.6,1001.9,65.3,16.8,16.2,1010.4,31.08,186.9,0.0,55.3,44.1,0.0,132,2
19.1,990.0,0.4,0.4,0.0,1009.4,990.6,21.5,1010.5,1010.4,0.0,29.54,75.1,224.0,0.0,63.3,0.0,218.3,0.3,0.0,62.5,0.0,1002.9,1009.8,0.0,0.0,1.4,1009.0,23.6,1001.9,65.6,16.3,16.1,1010.4,31.08,219.2,0.0,57.5,45.3,0.0,133,2
19.2,990.1,0.0,0.5,0.0,1009.5,990.7,21.2,1010.6,1010.5,0.0,29.54,73.7,185.8,0.0,0.0,0.0,216.7,0.6,0.0,63.8,0.0,1003.0,1010.0,0.0,0.0,2.2,1009.0,23.4,1002.0,68.3,16.4,15.8,1010.4,31.08,251.4,0.0,58.8,47.2,0.0,134,2
19.0,990.2,0.9,0.3,0.0,1009.5,990.8,21.1,1010.7,1010.7,0.0,29.54,79.4,210.6,0.0,95.7,0.0,256.4,0.3,0.0,66.0,0.0,1003.0,1010.0,0.0,0.0,0.5,1009.1,23.1,1002.0,67.4,15.3,15.9,1010.5,31.08,248.8,0.0,57.1,48.5,0.0,135,2
18.8,990.3,0.0,0.5,0.0,1009.7,990.8,20.9,1010.8,1010.8,0.0,29.54,77.1,294.2,0.0,0.0,0.0,204.9,0.1,0.0,67.8,0.0,1003.2,1010.2,0.0,0.0,0.7,1009.1,23.0,1002.2,68.6,15.6,15.5,1010.5,31.08,258.3,0.0,59.9,48.8,0.0,136,2
18.5,990.3,1.1,0.8,0.0,1009.7,990.8,20.6,1010.8,1010.9,0.0,29.54,81.8,246.2,0.0,71.1,0.0,0.0,0.5,0.0,68.9,0.0,1003.2,1010.4,0.0,0.0,0.0,1009.1,23.0,1002.4,69.1,14.9,15.1,1010.5,31.08,149.5,0.0,61.1,47.9,0.0,137,2
17.6,990.4,1.4,1.0,0.0,1009.9,991.0,20.6,1011.1,1011.0,0.0,29.54,81.0,230.1,0.0,111.5,0.0,29.6,0.7,0.0,73.6,0.0,1003.3,1010.4,0.0,0.0,0.2,1009.1,22.5,1002.4,71.5,14.6,14.8,1010.5,31.08,150.4,0.0,59.2,48.2,0.0,138,2
17.4,990.6,1.3,0.8,0.0,1009.9,991.0,20.5,1011.0,1011.2,0.0,29.54,81.3,178.6,0.0,110.2,0.0,0.0,0.8,0.0,75.1,0.0,1003.4,1010.5,0.0,0.0,0.0,1009.2,22.7,1002.5,70.9,14.7,15.0,1010.6,31.08,148.0,0.0,58.0,49.1,0.0,139,2
17.2,990.6,1.5,0.9,0.0,1010.1,991.1,20.2,1011.1,1011.2,0.0,29.54,81.3,0.0,0.0,155.5,0.0,141.4,0.0,0.0,79.5,0.0,1003.5,1010.5,0.0,0.0,0.9,1009.3,22.4,1002.5,70.7,14.6,14.5,1010.7,31.08,145.8,0.0,62.6,49.6,0.0,140,2
16.8,990.6,1.3,0.8,0.0,1010.0,991.1,20.1,1011.2,1011.2,0.0,29.54,84.3,0.0,0.0,138.5,0.0,0.0,0.0,0.0,81.9,0.0,1003.4,1010.5,0.0,0.0,0.0,1009.3,22.1,1002.5,69.6,14.2,14.6,1010.7,31.08,189.4,0.0,62.4,50.8,0.0,141,2
16.9,990.6,0.0,0.5,0.0,1010.0,991.0,20.0,1011.0,1011.2,0.0,29.54,86.5,228.4,0.0,0.0,0.0,0.0,0.3,0.0,79.5,0.0,1003.4,1010.6,0.0,0.0,0.0,1009.4,22.0,1002.6,68.2,13.9,14.4,1010.8,31.08,223.9,0.0,63.3,52.6,0.0,142,2
17.6,990.7,1.3,0.6,0.0,1010.1,991.0,19.9,1011.0,1011.3,0.0,29.54,86.3,0.0,0.0,85.3,0.0,100.0,0.1,0.0,76.7,0.0,1003.5,1010.5,0.0,0.0,1.1,1009.4,21.9,1002.5,70.2,14.0,14.1,1010.8,31.08,167.7,0.0,63.1,53.1,0.0,143,2
17.6,990.6,0.8,1.2,0.0,1010.0,991.1,19.7,1011.1,1011.2,0.0,0.0,84.1,0.0,0.0,124.4,0.0,83.1,0.0,0.0,74.9,0.0,1003.4,1010.5,0.0,0.0,1.1,1009.5,21.2,1002.6,72.3,13.8,14.1,1010.9,0.0,162.5,0.0,64.7,54.5,0.0,0,3
17.8,990.6,1.6,0.8,0.0,1010.0,991.0,19.4,1011.0,1011.2,0.0,0.0,86.5,231.5,0.0,146.6,0.0,120.8,0.7,0.0,77.2,0.0,1003.4,1010.7,0.0,0.0,1.3,1009.6,21.1,1002.7,69.6,13.7,14.1,1011.0,0.0,164.7,0.0,67.5,55.8,0.0,1,3
16.8,990.6,1.4,0.7,0.0,1010.1,991.1,19.1,1011.2,1011.2,0.0,0.0,88.2,0.0,0.0,145.3,0.0,0.0,0.0,0.0,81.0,0.0,1003.5,1010.6,0.0,0.0,0.0,1009.5,21.2,1002.6,75.9,13.4,13.2,1010.9,0.0,160.1,0.0,69.6,55.7,0.0,2,3
16.7,990.6,0.0,0.4,0.0,1010.1,991.1,19.0,1011.2,1011.3,0.0,0.0,88.9,229.9,0.0,0.0,0.0,0.0,0.5,0.0,82.1,0.0,1003.5,1010.6,0.7,306.4,0.1,1009.5,20.7,1002.6,76.9,13.3,13.3,1010.9,0.0,177.7,0.0,70.2,57.1,0.0,3,3
16.1,990.6,0.0,0.4,0.0,1010.1,991.2,18.9,1011.3,1011.2,0.0,0.0,88.7,212.0,0.0,0.0,0.0,0.0,0.3,0.0,86.9,0.0,1003.5,1010.5,1.3,261.4,0.0,1009.5,20.7,1002.5,76.4,13.4,13.5,1010.9,0.0,198.2,0.0,70.8,57.8,0.0,4,3
15.9,990.6,0.0,0.0,0.0,1010.1,991.2,18.8,1011.3,1011.3,0.0,0.0,90.3,222.6,0.0,0.0,0.0,0.0,0.2,0.0,87.3,0.0,1003.5,1010.6,0.6,268.6,0.0,1009.5,20.3,1002.6,74.4,13.0,13.2,1010.9,0.0,261.3,0.0,71.9,58.8,0.0,5,3
16.0,990.6,0.0,0.4,0.0,1010.1,991.2,18.7,1011.4,1011.3,0.0,0.0,91.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.7,0.0,1003.5,1010.6,0.0,0.0,0.0,1009.5,20.2,1002.6,77.5,12.7,12.8,1010.9,0.0,171.2,0.0,71.9,59.2,0.0,6,3
15.6,990.7,0.5,0.3,0.0,1010.1,991.2,18.7,1011.3,1011.4,0.0,0.0,91.2,253.5,0.0,338.1,0.0,0.0,0.9,0.0,89.8,0.0,1003.5,1010.7,0.0,0.0,0.0,1009.5,20.2,1002.7,74.9,13.0,13.1,1010.9,0.0,248.2,0.0,72.3,59.3,0.0,7,3
15.5,990.7,0.5,0.4,0.0,1010.2,991.3,18.5,1011.5,1011.4,0.0,0.0,90.0,211.8,0.0,352.4,0.0,0.0,0.9,0.0,90.8,0.0,1003.6,1010.6,0.0,0.0,0.0,1009.6,20.1,1002.6,75.6,12.9,12.9,1011.0,0.0,223.5,0.0,72.9,59.2,0.0,8,3
15.5,990.7,1.1,0.9,0.0,1010.2,991.3,18.3,1011.5,1011.4,0.0,0.0,91.3,233.6,0.0,42.4,0.0,227.1,0.9,0.0,91.5,0.0,1003.6,1010.6,0.5,292.7,0.2,1009.4,20.2,1002.6,78.2,12.8,12.8,1010.8,0.0,152.4,0.0,73.8,58.9,0.0,9,3
15.2,990.9,0.0,1.1,0.0,1010.2,991.3,18.3,1011.5,1011.6,0.0,0.0,91.4,163.3,0.0,0.0,0.0,0.0,0.3,0.0,92.8,0.0,1003.6,1010.7,0.4,315.6,0.0,1009.5,19.8,1002.7,76.5,12.5,12.7,1010.9,0.0,155.5,0.0,74.7,59.7,0.0,10,3
15.1,990.9,0.0,1.1,0.0,1010.3,991.3,17.9,1011.5,1011.6,0.0,0.0,91.3,165.5,0.0,0.0,0.0,0.0,0.4,0.0,93.3,0.0,1003.7,1010.7,0.0,0.0,0.0,1009.5,19.4,1002.7,78.3,12.7,12.7,1010.9,0.0,139.5,0.0,73.3,59.8,0.0,11,3
15.0,991.0,0.7,1.2,0.0,1010.4,991.3,17.7,1011.5,1011.8,0.0,0.0,91.8,0.0,0.0,158.8,0.0,0.0,0.0,0.0,93.9,0.0,1003.8,1010.7,0.2,290.2,0.0,1009.5,19.6,1002.7,77.3,12.4,12.3,1010.9,0.0,142.8,0.0,74.9,60.0,0.0,12,3
14.8,991.1,0.0,0.7,0.0,1010.5,991.4,17.6,1011.6,1011.9,0.0,0.0,92.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.5,0.0,1003.9,1010.8,0.4,272.8,0.0,1009.4,19.5,1002.8,80.0,12.0,12.1,1010.8,0.0,196.5,0.0,75.4,58.9,0.0,13,3
14.7,991.2,1.5,1.4,0.0,1010.6,991.4,17.6,1011.7,1012.0,0.0,0.0,92.3,215.3,0.0,23.4,0.0,0.0,0.4,0.0,95.0,0.0,1004.0,1010.8,0.0,0.0,0.0,1009.3,19.5,1002.8,83.6,12.4,11.7,1010.7,0.0,154.8,0.0,75.7,59.1,0.0,14,3
14.7,991.2,1.6,0.9,0.0,1010.6,991.5,17.8,1011.8,1012.0,0.0,0.0,92.6,249.9,0.0,67.5,0.0,0.0,0.6,0.0,95.3,0.0,1004.0,1010.8,0.6,253.9,0.0,1009.4,19.3,1002.8,83.8,12.4,12.0,1010.8,0.0,165.1,0.0,76.1,59.8,0.0,15,3
14.5,991.3,1.5,0.5,0.0,1010.6,991.4,17.9,1011.7,1012.1,0.0,0.0,91.9,253.5,0.0,22.9,0.0,197.1,0.7,0.0,95.9,0.0,1004.0,1010.9,0.2,283.3,0.3,1009.4,19.3,1002.9,81.1,12.1,11.9,1010.8,0.0,61.0,0.0,76.2,60.1,0.0,16,3
14.6,991.3,1.4,1.3,0.0,1010.7,991.5,17.8,1011.8,1012.1,0.0,0.0,92.6,220.9,0.0,6.2,0.0,0.0,0.4,0.0,96.5,0.0,1004.1,1011.0,0.0,0.0,0.0,1009.4,18.8,1003.0,81.8,12.0,11.7,1010.8,0.0,29.7,0.0,75.1,63.7,0.0,17,3
14.3,991.4,1.5,0.4,0.0,1010.7,991.5,17.7,1011.8,1012.2,0.0,0.0,93.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,96.4,0.0,1004.1,1011.0,0.0,0.0,0.0,1009.5,18.8,1003.0,83.2,12.0,11.6,1010.9,0.0,62.1,0.0,71.8,62.6,0.0,18,3
14.3,991.3,0.5,0.0,0.0,1010.6,991.6,17.6,1011.9,1012.1,0.0,0.0,92.9,34.7,0.0,332.4,0.0,0.0,0.4,0.0,97.0,0.0,1004.0,1011.0,0.0,0.0,0.0,1009.6,18.5,1003.0,82.5,11.9,11.6,1011.0,0.0,0.0,0.0,73.8,65.7,0.0,19,3
14.2,991.2,0.8,0.7,0.0,1010.5,991.6,17.2,1011.9,1012.0,0.0,0.0,93.0,13.3,0.0,256.0,0.0,0.0,0.1,0.0,97.2,0.0,1003.9,1011.1,0.8,243.5,0.0,1009.8,18.9,1003.0,82.4,11.8,11.5,1011.2,0.0,148.9,0.0,76.4,61.5,0.0,20,3
14.3,991.2,0.0,0.8,0.0,1010.5,991.7,16.9,1012.0,1012.1,0.0,0.0,93.4,286.4,0.0,0.0,0.0,0.0,0.3,0.0,97.2,0.0,1003.9,1011.2,1.1,251.6,0.0,1009.9,19.0,1003.1,83.6,11.5,11.2,1011.3,0.0,144.1,0.0,77.9,59.8,0.0,21,3
14.1,991.2,1.4,1.2,0.0,1010.5,991.7,16.7,1012.0,1012.0,0.0,0.0,93.1,225.2,0.0,237.6,0.0,0.0,0.8,0.0,97.2,0.0,1003.9,1011.2,0.9,266.2,0.0,1009.9,18.7,1003.1,83.7,11.8,11.2,1011.3,0.0,140.6,0.0,78.6,61.3,0.0,22,3
14.2,991.2,1.2,1.2,0.0,1010.6,991.7,16.6,1012.0,1012.0,0.0,0.0,93.5,176.0,0.0,217.0,0.0,0.0,0.6,0.0,97.4,0.0,1003.9,1011.2,0.0,0.0,0.0,1010.0,18.3,1003.1,82.4,11.8,11.2,1011.4,0.0,173.4,0.0,79.4,63.4,0.0,23,3
14.0,991.2,1.1,0.8,0.0,1010.6,991.6,16.4,1011.9,1012.1,0.0,0.0,93.9,0.0,0.0,200.5,0.0,0.0,0.0,0.0,97.2,0.0,1003.9,1011.2,0.0,0.0,0.0,1010.0,18.3,1003.1,83.0,11.5,11.3,1011.4,0.0,154.7,0.0,80.1,64.0,0.0,24,3
14.0,991.2,1.7,0.4,0.0,1010.7,991.7,16.3,1012.1,1012.1,0.0,0.0,94.3,0.0,0.0,185.8,0.0,0.0,0.0,0.0,97.3,0.0,1004.0,1011.3,0.0,0.0,0.0,1009.9,18.3,1003.2,84.6,11.4,11.0,1011.3,0.0,149.7,0.0,80.7,64.1,0.0,25,3
13.9,991.2,1.6,0.5,0.0,1010.7,991.7,16.4,1012.1,1012.1,0.0,0.0,94.0,0.0,0.0,196.9,0.0,0.0,0.0,0.0,97.5,0.0,1004.0,1011.3,0.0,0.0,0.0,1009.9,18.1,1003.2,86.6,11.1,11.0,1011.3,0.0,168.7,0.0,79.8,64.5,0.0,26,3
13.9,991.3,1.8,0.2,0.0,1010.8,991.8,16.4,1012.2,1012.2,0.0,0.0,94.3,238.4,0.0,192.2,0.0,0.0,0.2,0.0,97.7,0.0,1004.1,1011.3,0.0,0.0,0.0,1009.8,17.8,1003.2,86.5,11.1,10.8,1011.2,0.0,219.5,0.0,80.0,65.4,0.0,27,3
13.8,991.3,0.0,0.3,0.0,1010.8,991.8,16.1,1012.2,1012.2,0.0,0.0,94.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.6,0.0,1004.1,1011.4,0.0,0.0,0.0,1009.9,17.8,1003.3,87.1,11.1,10.7,1011.3,0.0,282.8,0.0,81.2,68.0,0.0,28,3
13.9,991.4,0.0,0.0,0.0,1010.9,991.8,16.1,1012.2,1012.3,0.0,0.0,94.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7,0.0,1004.2,1011.3,0.0,0.0,0.0,1009.8,17.7,1003.2,88.6,11.0,10.8,1011.2,0.0,0.0,0.0,80.6,68.2,0.0,29,3
13.6,991.5,1.5,0.9,0.0,1011.0,991.9,16.2,1012.3,1012.4,0.0,0.0,95.0,354.4,0.0,32.3,0.0,0.0,0.4,0.0,97.8,0.0,1004.3,1011.3,0.0,0.0,0.0,1009.9,17.7,1003.2,87.4,10.8,10.7,1011.3,0.0,209.6,0.0,79.9,68.4,0.0,30,3
13.7,991.6,0.9,0.6,0.0,1011.1,991.9,16.2,1012.3,1012.5,0.0,0.0,95.4,270.9,0.0,23.6,0.0,0.0,0.4,0.0,97.9,0.0,1004.4,1011.4,0.9,265.3,0.0,1009.8,17.5,1003.3,86.9,11.1,10.6,1011.2,0.0,153.1,0.0,79.6,68.9,0.0,31,3
13.7,991.7,0.6,0.6,0.0,1011.2,992.0,16.2,1012.4,1012.6,0.0,0.0,95.2,238.2,0.0,6.9,0.0,0.0,0.5,0.0,97.7,0.0,1004.5,1011.5,0.0,0.0,0.0,1009.9,17.5,1003.4,85.9,11.0,10.6,1011.3,0.0,184.0,0.0,80.2,69.5,0.0,32,3
13.6,991.8,1.2,1.1,0.0,1011.2,992.0,16.0,1012.4,1012.7,0.0,0.0,95.1,227.8,0.0,34.9,0.0,0.0,0.6,0.0,97.8,0.0,1004.5,1011.5,0.0,0.0,0.0,1009.8,17.3,1003.4,86.2,11.2,10.8,1011.2,0.0,162.5,0.0,81.0,68.9,0.0,33,3
13.6,991.9,1.0,1.8,0.0,1011.2,992.2,16.1,1012.6,1012.8,0.0,0.0,95.2,287.2,0.0,5.0,0.0,0.0,0.1,0.0,97.9,0.0,1004.5,1011.6,0.6,227.6,0.0,1010.0,17.2,1003.5,85.0,11.2,11.0,1011.4,0.01,143.8,0.0,77.9,67.9,0.0,34,3
13.7,991.9,1.4,0.9,0.0,1011.3,992.3,16.2,1012.7,1012.8,0.0,0.02,95.4,276.0,0.0,38.7,0.0,0.0,0.5,0.0,97.9,0.0,1004.6,1011.7,0.1,0.0,0.0,1010.0,17.2,1003.6,85.2,11.3,10.9,1011.4,0.03,160.7,0.0,77.6,68.4,0.0,35,3
13.9,992.0,0.4,1.2,0.0,1011.3,992.3,16.1,1012.7,1012.9,0.0,0.05,94.8,177.2,0.0,78.1,0.0,0.0,0.4,0.0,97.9,0.0,1004.6,1011.6,0.5,280.4,0.0,1010.1,17.2,1003.5,85.1,11.4,11.1,1011.5,0.06,159.1,0.0,77.0,68.9,0.0,36,3
14.1,992.1,0.6,1.3,0.0,1011.4,992.4,16.1,1012.7,1013.0,0.0,0.1,94.2,308.1,0.0,153.4,0.0,0.0,0.4,0.0,97.4,0.0,1004.7,1011.7,0.0,0.0,0.0,1010.2,17.3,1003.6,83.8,11.7,11.4,1011.6,0.1,164.5,0.0,77.6,68.5,0.0,37,3
14.3,992.2,1.5,0.7,0.0,1011.6,992.4,16.4,1012.7,1013.0,0.0,0.15,92.6,0.0,0.0,256.3,0.0,0.0,0.0,0.0,96.4,0.0,1004.9,1011.8,0.0,0.0,0.0,1010.3,17.7,1003.7,82.2,11.9,11.9,1011.7,0.15,209.1,0.0,81.3,67.7,0.0,38,3
14.7,992.3,0.8,0.6,0.0,1011.6,992.5,16.5,1012.7,1013.1,0.0,0.21,91.5,199.7,0.0,261.0,0.0,0.0,0.3,0.0,94.9,0.0,1004.9,1012.0,0.0,0.0,0.0,1010.3,18.1,1003.9,80.6,12.2,12.6,1011.7,0.22,212.8,0.0,81.8,65.7,0.0,39,3
15.1,992.3,0.6,0.2,0.0,1011.6,992.5,16.7,1012.7,1013.0,0.0,0.3,85.9,0.0,0.0,266.9,0.0,0.0,0.0,0.0,92.6,0.0,1004.9,1012.0,0.0,0.0,0.0,1010.4,18.3,1003.9,78.3,12.9,12.7,1011.8,0.31,178.3,0.0,80.8,64.3,0.0,40,3
15.4,992.4,0.6,0.7,0.0,1011.5,992.5,16.9,1012.6,1013.1,0.0,0.4,82.5,0.0,0.0,261.2,0.0,0.0,0.0,0.0,90.7,0.0,1004.8,1012.1,0.0,0.0,0.0,1010.5,18.3,1004.0,76.9,13.5,13.3,1011.9,0.41,315.2,0.0,77.9,66.7,0.0,41,3
15.9,992.3,0.4,0.0,0.0,1011.4,992.6,17.3,1012.7,1012.9,0.0,0.52,80.6,31.2,0.0,270.2,0.0,0.0,0.2,0.0,88.9,0.0,1004.8,1012.2,0.3,341.2,0.0,1010.5,18.7,1004.1,77.1,13.9,13.4,1011.9,0.52,0.0,0.0,78.6,66.4,0.0,42,3
16.3,992.3,0.3,0.5,0.0,1011.5,992.7,17.5,1012.8,1012.9,0.0,0.67,76.6,0.0,0.0,256.5,0.0,0.0,0.0,0.0,86.2,0.0,1004.9,1012.2,0.8,351.8,0.0,1010.6,19.2,1004.1,76.9,14.4,13.9,1012.0,0.67,169.5,0.0,75.7,61.8,0.0,43,3
16.8,992.5,0.2,0.7,0.0,1011.7,992.7,17.8,1012.7,1013.2,0.0,0.81,78.7,233.9,0.0,279.8,0.0,0.0,0.9,0.0,85.6,0.0,1005.1,1012.1,0.7,263.4,0.0,1010.6,19.5,1004.1,75.2,14.6,14.3,1012.0,0.82,177.9,0.0,74.9,60.4,0.0,44,3
17.4,992.5,0.1,0.3,0.0,1011.7,992.8,18.2,1012.9,1013.1,0.0,1.0,76.8,316.7,0.0,0.0,0.0,0.0,0.7,0.0,84.2,0.0,1005.1,1012.1,0.5,284.3,0.0,1010.7,19.7,1004.1,72.5,15.3,15.0,1012.1,1.0,170.6,0.0,73.0,59.8,0.0,45,3
17.3,992.6,0.6,0.3,0.0,1012.0,992.8,18.7,1012.8,1013.1,0.0,1.21,71.6,307.8,0.0,148.9,0.0,0.0,0.1,0.0,81.0,0.0,1005.3,1012.2,0.2,26.1,0.0,1010.8,20.2,1004.2,69.2,15.8,15.7,1012.2,1.21,125.2,0.0,71.4,59.2,0.0,46,3
18.2,992.7,0.2,0.1,0.0,1012.0,992.8,19.0,1012.7,1013.2,0.0,1.42,72.6,235.3,0.0,120.0,0.0,0.0,1.2,0.0,78.6,0.0,1005.4,1012.3,0.0,0.0,0.0,1010.7,20.8,1004.3,67.7,16.2,16.3,1012.1,1.43,328.5,0.0,66.4,57.4,0.0,47,3
18.6,992.7,0.6,1.2,0.0,1012.1,992.8,19.5,1012.7,1013.1,0.0,1.66,71.9,232.7,0.0,46.4,0.0,0.0,0.4,0.0,78.0,0.0,1005.5,1012.3,0.0,0.0,0.0,1010.7,21.5,1004.3,65.1,16.8,16.9,1012.1,1.67,95.2,0.0,65.5,54.2,0.0,48,3
19.3,992.9,0.0,1.0,0.0,1012.1,992.8,20.3,1012.6,1013.3,0.0,1.92,71.5,183.5,0.0,0.0,0.0,0.0,0.9,0.0,74.5,0.0,1005.5,1012.4,0.7,180.6,0.0,1010.8,21.8,1004.4,62.9,17.2,17.6,1012.2,1.94,302.0,0.0,63.1,56.4,0.0,49,3
20.3,992.9,0.4,0.0,0.0,1012.1,992.9,20.9,1012.6,1013.2,0.0,2.21,64.1,161.3,0.0,14.3,0.0,0.0,0.5,0.0,69.8,0.0,1005.5,1012.5,0.1,0.0,0.0,1010.7,22.2,1004.5,60.5,18.1,18.3,1012.1,2.23,0.0,0.0,63.4,54.5,0.0,50,3
20.7,992.8,1.2,0.2,0.0,1012.1,992.9,21.3,1012.6,1013.0,0.0,2.51,61.9,169.1,0.0,353.9,0.0,0.0,0.9,0.0,69.3,0.0,1005.5,1012.6,0.2,134.4,0.0,1010.8,22.7,1004.6,58.0,18.5,19.6,1012.2,2.53,271.3,0.0,60.1,48.9,0.0,51,3
21.3,992.7,0.3,1.0,0.0,1011.9,992.8,21.7,1012.5,1012.8,0.0,2.83,63.0,189.8,0.0,10.2,0.0,0.0,1.2,0.0,66.0,0.0,1005.4,1012.4,0.2,243.9,0.0,1010.8,23.0,1004.5,56.2,19.5,20.1,1012.2,2.86,163.3,0.0,58.9,48.6,0.0,52,3
22.0,992.7,1.3,1.0,0.0,1011.9,992.8,22.2,1012.4,1013.0,0.0,3.18,62.0,241.8,0.0,19.8,0.0,0.0,1.0,0.0,63.3,0.0,1005.4,1012.3,0.6,300.8,0.0,1010.8,23.3,1004.4,54.8,19.8,20.8,1012.2,3.21,191.2,0.0,58.0,47.3,0.0,53,3
22.6,992.7,0.4,0.2,0.0,1011.9,992.8,22.9,1012.3,1012.9,0.0,3.54,59.0,176.1,0.0,53.7,0.0,110.2,1.0,0.0,59.4,0.0,1005.4,1012.2,0.0,0.0,2.0,1010.8,23.7,1004.3,53.6,20.2,21.6,1012.2,3.58,189.7,0.0,54.8,46.7,0.0,54,3
22.9,992.7,0.3,0.9,0.0,1011.8,992.7,23.3,1012.2,1012.8,0.0,3.93,57.1,195.2,0.0,61.2,0.0,131.1,1.1,0.0,59.7,0.0,1005.3,1012.2,0.0,0.0,1.5,1010.8,24.2,1004.3,53.5,21.3,21.9,1012.2,3.97,192.3,0.0,54.0,46.0,0.0,55,3
24.0,992.6,0.2,1.2,0.0,1011.8,992.7,23.6,1012.1,1012.7,0.0,4.26,55.6,177.5,0.0,165.3,0.0,134.5,0.8,0.0,52.1,0.0,1005.3,1012.2,0.0,0.0,2.2,1010.8,24.5,1004.3,49.0,21.5,23.0,1012.1,4.38,182.2,0.0,53.0,45.8,0.0,56,3
24.2,992.6,1.0,1.9,0.0,1011.8,992.6,24.0,1011.9,1012.6,0.0,4.67,56.7,210.4,0.0,124.7,0.0,158.7,1.1,0.0,52.8,0.0,1005.3,1012.2,0.0,0.0,2.5,1010.8,25.2,1004.4,48.5,21.9,23.5,1012.1,4.8,155.3,0.0,50.7,42.9,0.0,57,3
24.3,992.5,1.3,2.9,0.0,1011.8,992.6,24.6,1011.8,1012.3,0.0,5.11,53.6,263.5,0.0,112.7,0.0,126.2,0.6,0.0,52.0,0.0,1005.3,1012.1,0.4,211.3,3.0,1010.8,25.8,1004.3,47.2,23.6,24.4,1012.1,5.24,137.8,0.0,50.9,39.7,0.0,58,3
