time,X00,X07,X30,X31,X34,X34_diff,X31_1,X31_2,X31_3,X31_4,X31_5,X31_6,X31_7,X31_8,X31_9,X31_10,X31_11,X31_12,X34_diff_1,X34_diff_2,X34_diff_3,X34_diff_4,X34_diff_5,X34_diff_6,X34_diff_7,X34_diff_8,X34_diff_9,X34_diff_10,X34_diff_11,X34_diff_12,X34_diff_13,X34_diff_14,X34_diff_15,X34_diff_16,X34_diff_17,X34_diff_18,X34_diff_19,X34_diff_20
89,1.5449289196755802,1.4946959645415991,-0.5137488134862732,1.3865794067607127,0.4718653691849573,0.04479370240476127,1.4228134026909445,1.4771643965862922,1.53151539048164,1.3865794067607127,1.3684624087955966,1.3684624087955966,1.4046964047258288,1.241643423039785,1.13294143524909,1.1510584332142055,1.0423564454235104,1.1510584332142055,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356,0.055333397088234815,0.04040216295331418,0.053576781307655974,0.03864554717273534,0.05006354974649814,0.04830693396591913,0.03513231561157765,0.048306933965919285,0.05182016552707697,0.05796832075910313,0.050063549746498015,0.03513231561157765,0.02634923670868322
90,1.6086627700644889,1.4946959645415991,-0.5137488134862732,1.459047398621176,0.5166590715897186,0.042158778733893176,1.3865794067607127,1.4228134026909445,1.4771643965862922,1.53151539048164,1.3865794067607127,1.3684624087955966,1.3684624087955966,1.4046964047258288,1.241643423039785,1.13294143524909,1.1510584332142055,1.0423564454235104,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356,0.055333397088234815,0.04040216295331418,0.053576781307655974,0.03864554717273534,0.05006354974649814,0.04830693396591913,0.03513231561157765,0.048306933965919285,0.05182016552707697,0.05796832075910313,0.050063549746498015,0.03513231561157765
91,1.6936412372496998,1.5175439380596445,-0.555563701527359,1.3503454108304809,0.5588178503236118,0.037767239282445964,1.459047398621176,1.3865794067607127,1.4228134026909445,1.4771643965862922,1.53151539048164,1.3865794067607127,1.3684624087955966,1.3684624087955966,1.4046964047258288,1.241643423039785,1.13294143524909,1.1510584332142055,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356,0.055333397088234815,0.04040216295331418,0.053576781307655974,0.03864554717273534,0.05006354974649814,0.04830693396591913,0.03513231561157765,0.048306933965919285,0.05182016552707697,0.05796832075910313,0.050063549746498015
92,1.6511520036570944,1.4946959645415991,-0.5602098001985909,1.3684624087955966,0.5965850896060577,0.037767239282445964,1.3503454108304809,1.459047398621176,1.3865794067607127,1.4228134026909445,1.4771643965862922,1.53151539048164,1.3865794067607127,1.3684624087955966,1.3684624087955966,1.4046964047258288,1.241643423039785,1.13294143524909,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356,0.055333397088234815,0.04040216295331418,0.053576781307655974,0.03864554717273534,0.05006354974649814,0.04830693396591913,0.03513231561157765,0.048306933965919285,0.05182016552707697,0.05796832075910313
93,1.7361304708423053,1.5403919115776892,-0.5695019975410546,1.4771643965862922,0.6343523288885037,0.03688893139215654,1.3684624087955966,1.3503454108304809,1.459047398621176,1.3865794067607127,1.4228134026909445,1.4771643965862922,1.53151539048164,1.3865794067607127,1.3684624087955966,1.3684624087955966,1.4046964047258288,1.241643423039785,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356,0.055333397088234815,0.04040216295331418,0.053576781307655974,0.03864554717273534,0.05006354974649814,0.04830693396591913,0.03513231561157765,0.048306933965919285,0.05182016552707697
94,1.6936412372496998,1.5403919115776892,-0.6020246882396767,1.6039833823421037,0.6712412602806602,0.03337569983099875,1.4771643965862922,1.3684624087955966,1.3503454108304809,1.459047398621176,1.3865794067607127,1.4228134026909445,1.4771643965862922,1.53151539048164,1.3865794067607127,1.3684624087955966,1.3684624087955966,1.4046964047258288,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356,0.055333397088234815,0.04040216295331418,0.053576781307655974,0.03864554717273534,0.05006354974649814,0.04830693396591913,0.03513231561157765,0.048306933965919285
95,1.6511520036570944,1.6089358321318241,-0.5927324908972134,1.6402173782723353,0.704616960111659,0.03425400772128817,1.6039833823421037,1.4771643965862922,1.3684624087955966,1.3503454108304809,1.459047398621176,1.3865794067607127,1.4228134026909445,1.4771643965862922,1.53151539048164,1.3865794067607127,1.3684624087955966,1.3684624087955966,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356,0.055333397088234815,0.04040216295331418,0.053576781307655974,0.03864554717273534,0.05006354974649814,0.04830693396591913,0.03513231561157765
96,1.7573750876386083,1.5860878586137797,-0.6531317736232262,1.4952813945514085,0.7388709678329471,0.03425400772128828,1.6402173782723353,1.6039833823421037,1.4771643965862922,1.3684624087955966,1.3503454108304809,1.459047398621176,1.3865794067607127,1.4228134026909445,1.4771643965862922,1.53151539048164,1.3865794067607127,1.3684624087955966,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356,0.055333397088234815,0.04040216295331418,0.053576781307655974,0.03864554717273534,0.05006354974649814,0.04830693396591913
97,1.6936412372496998,1.6089358321318241,-0.620609082924604,1.5496323884467558,0.7731249755542354,0.032497391940709,1.4952813945514085,1.6402173782723353,1.6039833823421037,1.4771643965862922,1.3684624087955966,1.3503454108304809,1.459047398621176,1.3865794067607127,1.4228134026909445,1.4771643965862922,1.53151539048164,1.3865794067607127,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356,0.055333397088234815,0.04040216295331418,0.053576781307655974,0.03864554717273534,0.05006354974649814
98,1.6086627700644889,1.6774797526859593,-0.6995927603355439,1.459047398621176,0.8056223674949444,0.02722754459897292,1.5496323884467558,1.4952813945514085,1.6402173782723353,1.6039833823421037,1.4771643965862922,1.3684624087955966,1.3503454108304809,1.459047398621176,1.3865794067607127,1.4228134026909445,1.4771643965862922,1.53151539048164,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356,0.055333397088234815,0.04040216295331418,0.053576781307655974,0.03864554717273534
99,1.5449289196755802,1.6317838056498695,-0.5880863922259816,1.5496323884467558,0.8328499120939173,0.030740776160130157,1.459047398621176,1.5496323884467558,1.4952813945514085,1.6402173782723353,1.6039833823421037,1.4771643965862922,1.3684624087955966,1.3503454108304809,1.459047398621176,1.3865794067607127,1.4228134026909445,1.4771643965862922,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356,0.055333397088234815,0.04040216295331418,0.053576781307655974
100,1.6299073868607912,1.6546317791679142,-0.6903005629930805,1.567749386411872,0.8635906882540475,0.026349236708683277,1.5496323884467558,1.459047398621176,1.5496323884467558,1.4952813945514085,1.6402173782723353,1.6039833823421037,1.4771643965862922,1.3684624087955966,1.3503454108304809,1.459047398621176,1.3865794067607127,1.4228134026909445,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356,0.055333397088234815,0.04040216295331418
101,1.4599504524903695,1.6089358321318241,-0.6252551815958355,1.53151539048164,0.8899399249627308,0.021957697257236064,1.567749386411872,1.5496323884467558,1.459047398621176,1.5496323884467558,1.4952813945514085,1.6402173782723353,1.6039833823421037,1.4771643965862922,1.3684624087955966,1.3503454108304809,1.459047398621176,1.3865794067607127,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356,0.055333397088234815
102,1.3537273685088553,1.6089358321318241,-0.5787941948835179,1.53151539048164,0.9118976222199668,0.022836005147525595,1.53151539048164,1.567749386411872,1.5496323884467558,1.459047398621176,1.5496323884467558,1.4952813945514085,1.6402173782723353,1.6039833823421037,1.4771643965862922,1.3684624087955966,1.3503454108304809,1.459047398621176,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045,0.038645547172735356
103,1.3324827517125524,1.5860878586137797,-0.6113168855821404,1.459047398621176,0.9347336273674924,0.020201081476657223,1.53151539048164,1.53151539048164,1.567749386411872,1.5496323884467558,1.459047398621176,1.5496323884467558,1.4952813945514085,1.6402173782723353,1.6039833823421037,1.4771643965862922,1.3684624087955966,1.3503454108304809,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546,0.043915394514472045
104,1.3324827517125524,1.5632398850957343,-0.4951644188013462,1.4409304006560606,0.9549347088441497,0.01756615780578874,1.459047398621176,1.53151539048164,1.53151539048164,1.567749386411872,1.5496323884467558,1.459047398621176,1.5496323884467558,1.4952813945514085,1.6402173782723353,1.6039833823421037,1.4771643965862922,1.3684624087955966,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591,0.050941857636787546
105,1.3112381349162492,1.5403919115776892,-0.47658002411641925,1.459047398621176,0.9725008666499384,0.022836005147525262,1.4409304006560606,1.459047398621176,1.53151539048164,1.53151539048164,1.567749386411872,1.5496323884467558,1.459047398621176,1.5496323884467558,1.4952813945514085,1.6402173782723353,1.6039833823421037,1.4771643965862922,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915,0.03776723928244591
106,1.3112381349162492,1.5632398850957343,-0.4533495307602604,1.4228134026909445,0.9953368717974637,0.012296310464052218,1.459047398621176,1.4409304006560606,1.459047398621176,1.53151539048164,1.53151539048164,1.567749386411872,1.5496323884467558,1.459047398621176,1.5496323884467558,1.4952813945514085,1.6402173782723353,1.6039833823421037,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144,0.039523855063024915
107,1.289993518119947,1.5175439380596445,-0.45799562943149225,1.4046964047258288,1.0076331822615159,0.014052926244630948,1.4228134026909445,1.459047398621176,1.4409304006560606,1.459047398621176,1.53151539048164,1.53151539048164,1.567749386411872,1.5496323884467558,1.459047398621176,1.5496323884467558,1.4952813945514085,1.6402173782723353,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285,0.04479370240476144
108,1.3537273685088553,1.5175439380596445,-0.4858722214588826,1.2597604210049014,1.0216861085061468,0.014931234134920812,1.4046964047258288,1.4228134026909445,1.459047398621176,1.4409304006560606,1.459047398621176,1.53151539048164,1.53151539048164,1.567749386411872,1.5496323884467558,1.459047398621176,1.5496323884467558,1.4952813945514085,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127,0.048306933965919285
109,1.2262596677310382,1.4946959645415991,-0.4347651360753334,1.2235264250746696,1.0366173426410676,0.012296310464052107,1.2597604210049014,1.4046964047258288,1.4228134026909445,1.459047398621176,1.4409304006560606,1.459047398621176,1.53151539048164,1.53151539048164,1.567749386411872,1.5496323884467558,1.459047398621176,1.5496323884467558,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176,0.04479370240476127
110,1.1625258173421298,1.4490000175055093,-0.4161807413904061,1.2235264250746696,1.0489136531051197,0.008783078902894204,1.2235264250746696,1.2597604210049014,1.4046964047258288,1.4228134026909445,1.459047398621176,1.4409304006560606,1.459047398621176,1.53151539048164,1.53151539048164,1.567749386411872,1.5496323884467558,1.459047398621176,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964,0.042158778733893176
111,1.0350581165643133,1.4261520439874642,-0.3975963467054791,1.1691754311793217,1.057696732008014,0.007904771012605005,1.2235264250746696,1.2235264250746696,1.2597604210049014,1.4046964047258288,1.4228134026909445,1.459047398621176,1.4409304006560606,1.459047398621176,1.53151539048164,1.53151539048164,1.567749386411872,1.5496323884467558,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964,0.037767239282445964
112,0.9925688829717072,1.3347601499152844,-0.37436585334932027,1.13294143524909,1.065601503020619,0.0061481552320261645,1.1691754311793217,1.2235264250746696,1.2235264250746696,1.2597604210049014,1.4046964047258288,1.4228134026909445,1.459047398621176,1.4409304006560606,1.459047398621176,1.53151539048164,1.53151539048164,1.567749386411872,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654,0.037767239282445964
113,1.0138134997680104,1.2890642028791945,-0.3371970639794663,1.0967074393188576,1.0717496582526451,0.004391539451447102,1.13294143524909,1.1691754311793217,1.2235264250746696,1.2235264250746696,1.2597604210049014,1.4046964047258288,1.4228134026909445,1.459047398621176,1.4409304006560606,1.459047398621176,1.53151539048164,1.53151539048164,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875,0.03688893139215654
114,1.0350581165643133,1.2662162293611492,-0.27679778125345317,1.0604734433886258,1.0761411977040922,0.0035132315611576814,1.0967074393188576,1.13294143524909,1.1691754311793217,1.2235264250746696,1.2235264250746696,1.2597604210049014,1.4046964047258288,1.4228134026909445,1.459047398621176,1.4409304006560606,1.459047398621176,1.53151539048164,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817,0.03337569983099875
115,0.9500796493791017,1.2205202823250594,-0.262859485239758,1.0242394474583942,1.07965442926525,0.0017566157805788407,1.0604734433886258,1.0967074393188576,1.13294143524909,1.1691754311793217,1.2235264250746696,1.2235264250746696,1.2597604210049014,1.4046964047258288,1.4228134026909445,1.459047398621176,1.4409304006560606,1.459047398621176,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828,0.03425400772128817
116,0.8863457989901932,1.1748243352889696,-0.20710630118497667,0.9698884535630463,1.0814110450458287,0.0008783078902896424,1.0242394474583942,1.0604734433886258,1.0967074393188576,1.13294143524909,1.1691754311793217,1.2235264250746696,1.2235264250746696,1.2597604210049014,1.4046964047258288,1.4228134026909445,1.459047398621176,1.4409304006560606,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709,0.03425400772128828
117,0.8438565653975878,1.1062804147348344,-0.18387580782881785,0.8249524698421188,1.0822893529361184,0.0,0.9698884535630463,1.0242394474583942,1.0604734433886258,1.0967074393188576,1.13294143524909,1.1691754311793217,1.2235264250746696,1.2235264250746696,1.2597604210049014,1.4046964047258288,1.4228134026909445,1.459047398621176,0.0008783078902896424,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292,0.032497391940709
118,0.8226119486012854,1.0605844676987446,-0.10953822908910987,0.6618994881560757,1.0822893529361184,0.0,0.8249524698421188,0.9698884535630463,1.0242394474583942,1.0604734433886258,1.0967074393188576,1.13294143524909,1.1691754311793217,1.2235264250746696,1.2235264250746696,1.2597604210049014,1.4046964047258288,1.4228134026909445,0.0,0.0008783078902896424,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157,0.02722754459897292
119,0.8013673318049823,1.0377364941806992,-0.03984674902063339,0.6618994881560757,1.0822893529361184,0.0,0.6618994881560757,0.8249524698421188,0.9698884535630463,1.0242394474583942,1.0604734433886258,1.0967074393188576,1.13294143524909,1.1691754311793217,1.2235264250746696,1.2235264250746696,1.2597604210049014,1.4046964047258288,0.0,0.0,0.0008783078902896424,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277,0.030740776160130157
120,0.7163888646197714,1.0148885206626548,0.015906435034147917,0.6800164861211919,1.0822893529361184,0.0,0.6618994881560757,0.6618994881560757,0.8249524698421188,0.9698884535630463,1.0242394474583942,1.0604734433886258,1.0967074393188576,1.13294143524909,1.1691754311793217,1.2235264250746696,1.2235264250746696,1.2597604210049014,0.0,0.0,0.0,0.0008783078902896424,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064,0.026349236708683277
121,0.6526550142308628,0.9920405471446095,0.08095181643139289,0.625665492225844,1.0822893529361184,0.0,0.6800164861211919,0.6618994881560757,0.6618994881560757,0.8249524698421188,0.9698884535630463,1.0242394474583942,1.0604734433886258,1.0967074393188576,1.13294143524909,1.1691754311793217,1.2235264250746696,1.2235264250746696,0.0,0.0,0.0,0.0,0.0008783078902896424,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595,0.021957697257236064
122,0.6526550142308628,0.9463446001085197,0.15993549384233238,0.5350805024002644,1.0822893529361184,0.0,0.625665492225844,0.6800164861211919,0.6618994881560757,0.6618994881560757,0.8249524698421188,0.9698884535630463,1.0242394474583942,1.0604734433886258,1.0967074393188576,1.13294143524909,1.1691754311793217,1.2235264250746696,0.0,0.0,0.0,0.0,0.0,0.0008783078902896424,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223,0.022836005147525595
123,0.6526550142308628,0.9234966265904744,0.1738737898560282,0.4988465064700327,1.0822893529361184,0.0,0.5350805024002644,0.625665492225844,0.6800164861211919,0.6618994881560757,0.6618994881560757,0.8249524698421188,0.9698884535630463,1.0242394474583942,1.0604734433886258,1.0967074393188576,1.13294143524909,1.1691754311793217,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902896424,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874,0.020201081476657223
124,0.5889211638419543,0.9006486530724298,0.21568867789711368,0.4263785146095686,1.0822893529361184,0.0,0.4988465064700327,0.5350805024002644,0.625665492225844,0.6800164861211919,0.6618994881560757,0.6618994881560757,0.8249524698421188,0.9698884535630463,1.0242394474583942,1.0604734433886258,1.0967074393188576,1.13294143524909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902896424,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262,0.01756615780578874
125,0.5889211638419543,0.8549527060363392,0.26214966460943134,0.4082615166444531,1.0822893529361184,0.0,0.4263785146095686,0.4988465064700327,0.5350805024002644,0.625665492225844,0.6800164861211919,0.6618994881560757,0.6618994881560757,0.8249524698421188,0.9698884535630463,1.0242394474583942,1.0604734433886258,1.0967074393188576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902896424,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218,0.022836005147525262
126,0.5464319302493489,0.8321047325182948,0.2993184539792853,0.39014451867933686,1.0822893529361184,0.0,0.4082615166444531,0.4263785146095686,0.4988465064700327,0.5350805024002644,0.625665492225844,0.6800164861211919,0.6618994881560757,0.6618994881560757,0.8249524698421188,0.9698884535630463,1.0242394474583942,1.0604734433886258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902896424,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948,0.012296310464052218
127,0.5039426966567434,0.7864087854822048,0.2993184539792853,0.3720275207142207,1.0822893529361184,0.0,0.39014451867933686,0.4082615166444531,0.4263785146095686,0.4988465064700327,0.5350805024002644,0.625665492225844,0.6800164861211919,0.6618994881560757,0.6618994881560757,0.8249524698421188,0.9698884535630463,1.0242394474583942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902896424,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812,0.014052926244630948
128,0.5039426966567434,0.7407128384461142,0.3318411446779078,0.24520853495840939,1.0822893529361184,0.0,0.3720275207142207,0.39014451867933686,0.4082615166444531,0.4263785146095686,0.4988465064700327,0.5350805024002644,0.625665492225844,0.6800164861211919,0.6618994881560757,0.6618994881560757,0.8249524698421188,0.9698884535630463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902896424,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107,0.014931234134920812
129,0.4614534630641372,0.6950168914100244,0.308610651321749,0.29955952885375725,1.0822893529361184,0.0,0.24520853495840939,0.3720275207142207,0.39014451867933686,0.4082615166444531,0.4263785146095686,0.4988465064700327,0.5350805024002644,0.625665492225844,0.6800164861211919,0.6618994881560757,0.6618994881560757,0.8249524698421188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902896424,0.0017566157805788407,0.0035132315611576814,0.004391539451447102,0.0061481552320261645,0.007904771012605005,0.008783078902894204,0.012296310464052107
