time,X00,X07,X30,X31,X34,X34_diff,X31_1,X31_2,X31_3,X31_4,X31_5,X31_6,X31_7,X31_8,X31_9,X31_10,X31_11,X31_12,X34_diff_1,X34_diff_2,X34_diff_3,X34_diff_4,X34_diff_5,X34_diff_6,X34_diff_7,X34_diff_8,X34_diff_9,X34_diff_10,X34_diff_11,X34_diff_12,X34_diff_13,X34_diff_14,X34_diff_15,X34_diff_16,X34_diff_17,X34_diff_18,X34_diff_19,X34_diff_20
103,0.22776267830480681,0.4665371562295745,-1.4429685477326262,0.7706014759467715,0.9145325458908352,0.004391539451447324,0.8249524698421188,0.7887184739118871,0.7887184739118871,0.8430694678072349,0.8611864657723511,0.8793034637374667,0.9517714555979307,0.9336544576328146,0.9517714555979307,1.0061224494932781,1.0061224494932781,0.9880054515281624,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416,0.0158095420252099,0.020201081476657223,0.0158095420252099,0.01317461835434175,0.018444465696078383,0.02020108147665678,0.021079389366946755,0.01756615780578874,0.016687849915499542,0.01844446569607827,0.023714313037814905,0.021957697257235953,0.03161908405041991
104,0.22776267830480681,0.4208412091934846,-1.4383224490613944,0.7162504820514236,0.9189240853422825,0.0061481552320260535,0.7706014759467715,0.8249524698421188,0.7887184739118871,0.7887184739118871,0.8430694678072349,0.8611864657723511,0.8793034637374667,0.9517714555979307,0.9336544576328146,0.9517714555979307,1.0061224494932781,1.0061224494932781,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416,0.0158095420252099,0.020201081476657223,0.0158095420252099,0.01317461835434175,0.018444465696078383,0.02020108147665678,0.021079389366946755,0.01756615780578874,0.016687849915499542,0.01844446569607827,0.023714313037814905,0.021957697257235953
105,0.22776267830480681,0.3751452621573948,-1.4383224490613944,0.6800164861211919,0.9250722405743086,0.0035132315611576814,0.7162504820514236,0.7706014759467715,0.8249524698421188,0.7887184739118871,0.7887184739118871,0.8430694678072349,0.8611864657723511,0.8793034637374667,0.9517714555979307,0.9336544576328146,0.9517714555979307,1.0061224494932781,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416,0.0158095420252099,0.020201081476657223,0.0158095420252099,0.01317461835434175,0.018444465696078383,0.02020108147665678,0.021079389366946755,0.01756615780578874,0.016687849915499542,0.01844446569607827,0.023714313037814905
106,0.1852734447122014,0.30660134160325964,-1.4940756331161757,0.6437824901909596,0.9285854721354663,0.004391539451447324,0.6800164861211919,0.7162504820514236,0.7706014759467715,0.8249524698421188,0.7887184739118871,0.7887184739118871,0.8430694678072349,0.8611864657723511,0.8793034637374667,0.9517714555979307,0.9336544576328146,0.9517714555979307,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416,0.0158095420252099,0.020201081476657223,0.0158095420252099,0.01317461835434175,0.018444465696078383,0.02020108147665678,0.021079389366946755,0.01756615780578874,0.016687849915499542,0.01844446569607827
107,0.16402882791589826,0.21520944753108,-1.4940756331161757,0.625665492225844,0.9329770115869136,0.00263492367086815,0.6437824901909596,0.6800164861211919,0.7162504820514236,0.7706014759467715,0.8249524698421188,0.7887184739118871,0.7887184739118871,0.8430694678072349,0.8611864657723511,0.8793034637374667,0.9517714555979307,0.9336544576328146,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416,0.0158095420252099,0.020201081476657223,0.0158095420252099,0.01317461835434175,0.018444465696078383,0.02020108147665678,0.021079389366946755,0.01756615780578874,0.016687849915499542
108,0.14278421111959516,0.16951350049498937,-1.5777054091983473,0.5894314962956123,0.9356119352577817,0.002634923670868372,0.625665492225844,0.6437824901909596,0.6800164861211919,0.7162504820514236,0.7706014759467715,0.8249524698421188,0.7887184739118871,0.7887184739118871,0.8430694678072349,0.8611864657723511,0.8793034637374667,0.9517714555979307,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416,0.0158095420252099,0.020201081476657223,0.0158095420252099,0.01317461835434175,0.018444465696078383,0.02020108147665678,0.021079389366946755,0.01756615780578874
109,0.12153959432329282,0.12381755345889954,-1.5591210145134204,0.55319750036538,0.9382468589286501,0.002634923670868372,0.5894314962956123,0.625665492225844,0.6437824901909596,0.6800164861211919,0.7162504820514236,0.7706014759467715,0.8249524698421188,0.7887184739118871,0.7887184739118871,0.8430694678072349,0.8611864657723511,0.8793034637374667,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416,0.0158095420252099,0.020201081476657223,0.0158095420252099,0.01317461835434175,0.018444465696078383,0.02020108147665678,0.021079389366946755
110,0.10029497752698972,0.05527363290476439,-1.4940756331161757,0.4988465064700327,0.9408817825995185,0.0017566157805789517,0.55319750036538,0.5894314962956123,0.625665492225844,0.6437824901909596,0.6800164861211919,0.7162504820514236,0.7706014759467715,0.8249524698421188,0.7887184739118871,0.7887184739118871,0.8430694678072349,0.8611864657723511,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416,0.0158095420252099,0.020201081476657223,0.0158095420252099,0.01317461835434175,0.018444465696078383,0.02020108147665678
111,0.10029497752698972,0.009577685868674564,-1.4801373371024806,0.4988465064700327,0.9426383983800974,0.0008783078902891983,0.4988465064700327,0.55319750036538,0.5894314962956123,0.625665492225844,0.6437824901909596,0.6800164861211919,0.7162504820514236,0.7706014759467715,0.8249524698421188,0.7887184739118871,0.7887184739118871,0.8430694678072349,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416,0.0158095420252099,0.020201081476657223,0.0158095420252099,0.01317461835434175,0.018444465696078383
112,0.07905036073068737,-0.013270287649369945,-1.45226074507509,0.4807295085049165,0.9435167062703866,0.0017566157805788407,0.4988465064700327,0.4988465064700327,0.55319750036538,0.5894314962956123,0.625665492225844,0.6437824901909596,0.6800164861211919,0.7162504820514236,0.7706014759467715,0.8249524698421188,0.7887184739118871,0.7887184739118871,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416,0.0158095420252099,0.020201081476657223,0.0158095420252099,0.01317461835434175
113,0.12153959432329282,-0.05896623468546058,-1.345400475636759,0.4263785146095686,0.9452733220509655,0.0008783078902896424,0.4807295085049165,0.4988465064700327,0.4988465064700327,0.55319750036538,0.5894314962956123,0.625665492225844,0.6437824901909596,0.6800164861211919,0.7162504820514236,0.7706014759467715,0.8249524698421188,0.7887184739118871,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416,0.0158095420252099,0.020201081476657223,0.0158095420252099
114,0.10029497752698972,-0.08181420820350509,-1.3779231663353815,0.3720275207142207,0.9461516299412551,0.0008783078902895314,0.4263785146095686,0.4807295085049165,0.4988465064700327,0.4988465064700327,0.55319750036538,0.5894314962956123,0.625665492225844,0.6437824901909596,0.6800164861211919,0.7162504820514236,0.7706014759467715,0.8249524698421188,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416,0.0158095420252099,0.020201081476657223
115,-0.02717272325082663,-0.10466218172155041,-1.4150919557052355,0.35391052274910517,0.9470299378315447,0.0,0.3720275207142207,0.4263785146095686,0.4807295085049165,0.4988465064700327,0.4988465064700327,0.55319750036538,0.5894314962956123,0.625665492225844,0.6437824901909596,0.6800164861211919,0.7162504820514236,0.7706014759467715,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416,0.0158095420252099
116,-0.09090657363973519,-0.10466218172155041,-1.3872153636778453,0.2814425308886411,0.9470299378315447,0.0,0.35391052274910517,0.3720275207142207,0.4263785146095686,0.4807295085049165,0.4988465064700327,0.4988465064700327,0.55319750036538,0.5894314962956123,0.625665492225844,0.6437824901909596,0.6800164861211919,0.7162504820514236,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377,0.013174618354341416
117,-0.06966195684343283,-0.15035812875764024,-1.4243841530476993,0.26332553292352556,0.9470299378315447,0.0,0.2814425308886411,0.35391052274910517,0.3720275207142207,0.4263785146095686,0.4807295085049165,0.4988465064700327,0.4988465064700327,0.55319750036538,0.5894314962956123,0.625665492225844,0.6437824901909596,0.6800164861211919,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363,0.010539694683473377
118,-0.09090657363973519,-0.17320610227568556,-1.4569068437463217,0.1908575410630615,0.9470299378315447,0.0,0.26332553292352556,0.2814425308886411,0.35391052274910517,0.3720275207142207,0.4263785146095686,0.4807295085049165,0.4988465064700327,0.4988465064700327,0.55319750036538,0.5894314962956123,0.625665492225844,0.6437824901909596,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005,0.007026463122315363
119,-0.11215119043603829,-0.19605407579373008,-1.45226074507509,0.06403855530725015,0.9470299378315447,0.0,0.1908575410630615,0.26332553292352556,0.2814425308886411,0.35391052274910517,0.3720275207142207,0.4263785146095686,0.4807295085049165,0.4988465064700327,0.4988465064700327,0.55319750036538,0.5894314962956123,0.625665492225844,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696,0.007904771012605005
120,-0.15464042402864372,-0.2189020493117754,-1.484783435773712,0.045921557342134614,0.9470299378315447,0.0,0.06403855530725015,0.1908575410630615,0.26332553292352556,0.2814425308886411,0.35391052274910517,0.3720275207142207,0.4263785146095686,0.4807295085049165,0.4988465064700327,0.4988465064700327,0.55319750036538,0.5894314962956123,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522,0.007026463122315696
121,-0.13339580723234062,-0.2417500228298199,-1.4383224490613944,0.11838954920259805,0.9470299378315447,0.0,0.045921557342134614,0.06403855530725015,0.1908575410630615,0.26332553292352556,0.2814425308886411,0.35391052274910517,0.3720275207142207,0.4263785146095686,0.4807295085049165,0.4988465064700327,0.4988465064700327,0.55319750036538,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213,0.005269847341736522
122,-0.13339580723234062,-0.2417500228298199,-1.4057997583627722,0.13650654716771424,0.9470299378315447,0.0,0.11838954920259805,0.045921557342134614,0.06403855530725015,0.1908575410630615,0.26332553292352556,0.2814425308886411,0.35391052274910517,0.3720275207142207,0.4263785146095686,0.4807295085049165,0.4988465064700327,0.4988465064700327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324,0.004391539451447213
123,-0.15464042402864372,-0.26459799634786524,-1.4336763503901628,0.045921557342134614,0.9470299378315447,0.0,0.13650654716771424,0.11838954920259805,0.045921557342134614,0.06403855530725015,0.1908575410630615,0.26332553292352556,0.2814425308886411,0.35391052274910517,0.3720275207142207,0.4263785146095686,0.4807295085049165,0.4988465064700327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535,0.004391539451447324
124,-0.19712965762124918,-0.26459799634786524,-1.0108813713080722,0.06403855530725015,0.9470299378315447,0.0,0.045921557342134614,0.13650654716771424,0.11838954920259805,0.045921557342134614,0.06403855530725015,0.1908575410630615,0.26332553292352556,0.2814425308886411,0.35391052274910517,0.3720275207142207,0.4263785146095686,0.4807295085049165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814,0.0061481552320260535
125,-0.17588504082494683,-0.28744596986591053,-0.7088849576780075,-0.008429436553213286,0.9470299378315447,0.0,0.06403855530725015,0.045921557342134614,0.13650654716771424,0.11838954920259805,0.045921557342134614,0.06403855530725015,0.1908575410630615,0.26332553292352556,0.2814425308886411,0.35391052274910517,0.3720275207142207,0.4263785146095686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324,0.0035132315611576814
126,-0.19712965762124918,-0.28744596986591053,-1.0108813713080722,-0.026546434518329467,0.9470299378315447,0.0,-0.008429436553213286,0.06403855530725015,0.045921557342134614,0.13650654716771424,0.11838954920259805,0.045921557342134614,0.06403855530725015,0.1908575410630615,0.26332553292352556,0.2814425308886411,0.35391052274910517,0.3720275207142207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815,0.004391539451447324
127,-0.26086350801015773,-0.31029394338395505,-0.9922969766231452,-0.06278043044856119,0.9470299378315447,0.0,-0.026546434518329467,-0.008429436553213286,0.06403855530725015,0.045921557342134614,0.13650654716771424,0.11838954920259805,0.045921557342134614,0.06403855530725015,0.1908575410630615,0.26332553292352556,0.2814425308886411,0.35391052274910517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372,0.00263492367086815
128,-0.34584197519536863,-0.33314191690200035,-0.7553459443903251,-0.08089742841367736,0.9470299378315447,0.0,-0.06278043044856119,-0.026546434518329467,-0.008429436553213286,0.06403855530725015,0.045921557342134614,0.13650654716771424,0.11838954920259805,0.045921557342134614,0.06403855530725015,0.1908575410630615,0.26332553292352556,0.2814425308886411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372,0.002634923670868372
129,-0.47330967597318574,-0.35598989042004486,-0.7739303390752521,-0.0990144263787929,0.9470299378315447,0.0,-0.08089742841367736,-0.06278043044856119,-0.026546434518329467,-0.008429436553213286,0.06403855530725015,0.045921557342134614,0.13650654716771424,0.11838954920259805,0.045921557342134614,0.06403855530725015,0.1908575410630615,0.26332553292352556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517,0.002634923670868372
130,-0.49455429276948887,-0.42453381097418,-0.9086672005409733,-0.11713142434390908,0.9470299378315447,0.0,-0.0990144263787929,-0.08089742841367736,-0.06278043044856119,-0.026546434518329467,-0.008429436553213286,0.06403855530725015,0.045921557342134614,0.13650654716771424,0.11838954920259805,0.045921557342134614,0.06403855530725015,0.1908575410630615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983,0.0017566157805789517
131,-0.4308204423805803,-0.47022975801026984,-0.8018069311026428,-0.11713142434390908,0.9470299378315447,0.0,-0.11713142434390908,-0.0990144263787929,-0.08089742841367736,-0.06278043044856119,-0.026546434518329467,-0.008429436553213286,0.06403855530725015,0.045921557342134614,0.13650654716771424,0.11838954920259805,0.045921557342134614,0.06403855530725015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407,0.0008783078902891983
132,-0.45206505917688267,-0.4930777315283152,-0.4161807413904061,-0.17148241823925697,0.9470299378315447,0.0,-0.11713142434390908,-0.11713142434390908,-0.0990144263787929,-0.08089742841367736,-0.06278043044856119,-0.026546434518329467,-0.008429436553213286,0.06403855530725015,0.045921557342134614,0.13650654716771424,0.11838954920259805,0.045921557342134614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424,0.0017566157805788407
133,-0.45206505917688267,-0.5616216520824503,-0.536979306842432,-0.2439504100997204,0.9470299378315447,0.0,-0.17148241823925697,-0.11713142434390908,-0.11713142434390908,-0.0990144263787929,-0.08089742841367736,-0.06278043044856119,-0.026546434518329467,-0.008429436553213286,0.06403855530725015,0.045921557342134614,0.13650654716771424,0.11838954920259805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314,0.0008783078902896424
134,-0.49455429276948887,-0.5844696256004949,-0.6531317736232262,-0.31641840196018384,0.9470299378315447,0.0,-0.2439504100997204,-0.17148241823925697,-0.11713142434390908,-0.11713142434390908,-0.0990144263787929,-0.08089742841367736,-0.06278043044856119,-0.026546434518329467,-0.008429436553213286,0.06403855530725015,0.045921557342134614,0.13650654716771424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008783078902895314
135,-0.5582881431583967,-0.6073175991185401,-0.5509176028561276,-0.31641840196018384,0.9470299378315447,0.0,-0.31641840196018384,-0.2439504100997204,-0.17148241823925697,-0.11713142434390908,-0.11713142434390908,-0.0990144263787929,-0.08089742841367736,-0.06278043044856119,-0.026546434518329467,-0.008429436553213286,0.06403855530725015,0.045921557342134614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,-0.5795327599546998,-0.6530135461546299,-0.5462715041848957,-0.4251203897508796,0.9470299378315447,0.0,-0.31641840196018384,-0.31641840196018384,-0.2439504100997204,-0.17148241823925697,-0.11713142434390908,-0.11713142434390908,-0.0990144263787929,-0.08089742841367736,-0.06278043044856119,-0.026546434518329467,-0.008429436553213286,0.06403855530725015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,-0.6432666103436083,-0.7215574667087651,-0.5462715041848957,-0.37076939585553176,0.9470299378315447,0.0,-0.4251203897508796,-0.31641840196018384,-0.31641840196018384,-0.2439504100997204,-0.17148241823925697,-0.11713142434390908,-0.11713142434390908,-0.0990144263787929,-0.08089742841367736,-0.06278043044856119,-0.026546434518329467,-0.008429436553213286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,-0.7282450775288192,-0.7672534137448549,-0.4905183201301144,-0.40700339178576345,0.9470299378315447,0.0,-0.37076939585553176,-0.4251203897508796,-0.31641840196018384,-0.31641840196018384,-0.2439504100997204,-0.17148241823925697,-0.11713142434390908,-0.11713142434390908,-0.0990144263787929,-0.08089742841367736,-0.06278043044856119,-0.026546434518329467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,-0.6645112271399106,-0.8129493607809448,-0.4115346427191746,-0.5700563734718072,0.9470299378315447,0.0,-0.40700339178576345,-0.37076939585553176,-0.4251203897508796,-0.31641840196018384,-0.31641840196018384,-0.2439504100997204,-0.17148241823925697,-0.11713142434390908,-0.11713142434390908,-0.0990144263787929,-0.08089742841367736,-0.06278043044856119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,-0.7919789279177277,-0.8586453078170354,-0.42082684006163795,-0.5700563734718072,0.9470299378315447,0.0,-0.5700563734718072,-0.40700339178576345,-0.37076939585553176,-0.4251203897508796,-0.31641840196018384,-0.31641840196018384,-0.2439504100997204,-0.17148241823925697,-0.11713142434390908,-0.11713142434390908,-0.0990144263787929,-0.08089742841367736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,-1.0256697126770584,-0.9043412548531252,0.0019681390204527556,-0.6244073673671551,0.9470299378315447,0.0,-0.5700563734718072,-0.5700563734718072,-0.40700339178576345,-0.37076939585553176,-0.4251203897508796,-0.31641840196018384,-0.31641840196018384,-0.2439504100997204,-0.17148241823925697,-0.11713142434390908,-0.11713142434390908,-0.0990144263787929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,-1.2593604974363892,-0.9728851754072604,0.06701352041769706,-0.7149923571927344,0.9470299378315447,0.0,-0.6244073673671551,-0.5700563734718072,-0.5700563734718072,-0.40700339178576345,-0.37076939585553176,-0.4251203897508796,-0.31641840196018384,-0.31641840196018384,-0.2439504100997204,-0.17148241823925697,-0.11713142434390908,-0.11713142434390908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,-1.3230943478252977,-1.0414290959613948,0.13670500048617354,-0.7512263531229664,0.9470299378315447,0.0,-0.7149923571927344,-0.6244073673671551,-0.5700563734718072,-0.5700563734718072,-0.40700339178576345,-0.37076939585553176,-0.4251203897508796,-0.31641840196018384,-0.31641840196018384,-0.2439504100997204,-0.17148241823925697,-0.11713142434390908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,-1.3868281982142063,-1.10997301651553,0.30396455265051747,-0.7693433510880823,-1.015988196965355,0.0,-0.7512263531229664,-0.7149923571927344,-0.6244073673671551,-0.5700563734718072,-0.5700563734718072,-0.40700339178576345,-0.37076939585553176,-0.4251203897508796,-0.31641840196018384,-0.31641840196018384,-0.2439504100997204,-0.17148241823925697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-1.3868281982142063,-1.1556689635516197,0.3597177367052988,-0.805577347018314,-1.015988196965355,0.0,-0.7693433510880823,-0.7512263531229664,-0.7149923571927344,-0.6244073673671551,-0.5700563734718072,-0.5700563734718072,-0.40700339178576345,-0.37076939585553176,-0.4251203897508796,-0.31641840196018384,-0.31641840196018384,-0.2439504100997204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-1.3230943478252977,-1.2470608576238003,0.308610651321749,-0.805577347018314,-1.015988196965355,0.0,-0.805577347018314,-0.7693433510880823,-0.7512263531229664,-0.7149923571927344,-0.6244073673671551,-0.5700563734718072,-0.5700563734718072,-0.40700339178576345,-0.37076939585553176,-0.4251203897508796,-0.31641840196018384,-0.31641840196018384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-1.3230943478252977,-1.29275680465989,0.2900262566368223,-0.8599283409136619,-1.015988196965355,0.0,-0.805577347018314,-0.805577347018314,-0.7693433510880823,-0.7512263531229664,-0.7149923571927344,-0.6244073673671551,-0.5700563734718072,-0.5700563734718072,-0.40700339178576345,-0.37076939585553176,-0.4251203897508796,-0.31641840196018384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-1.3655835814179031,-1.3613007252140252,0.7221134330613763,-0.9323963327741256,-1.015988196965355,0.0,-0.8599283409136619,-0.805577347018314,-0.805577347018314,-0.7693433510880823,-0.7512263531229664,-0.7149923571927344,-0.6244073673671551,-0.5700563734718072,-0.5700563734718072,-0.40700339178576345,-0.37076939585553176,-0.4251203897508796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
